Cx20000,cmd: Cx20000
 Number of samples           0 ->          0,      uintl (  Cx)
 Number of samples           0 ->      20000,      uintl (  Cx)
unit_x, time, Vcn, Von, VoVcn,
x_unit, 3.343666, 1.650806, 1.599243, -0.051562,
x_unit, 3.355991, 1.652417, 1.604883, -0.047534,
x_unit, 3.368222, 1.654834, 1.603271, -0.051562,
x_unit, 3.380452, 1.654834, 1.596826, -0.058008,
x_unit, 3.392660, 1.653223, 1.582324, -0.070899,
x_unit, 3.404957, 1.656445, 1.603271, -0.053174,
x_unit, 3.417252, 1.654834, 1.600049, -0.054785,
x_unit, 3.429645, 1.654834, 1.595215, -0.059619,
x_unit, 3.441934, 1.647583, 1.561377, -0.086206,
x_unit, 3.454198, 1.647583, 1.604077, -0.043506,
x_unit, 3.466392, 1.648389, 1.599243, -0.049145,
x_unit, 3.478736, 1.650806, 1.583935, -0.066870,
x_unit, 3.490976, 1.648389, 1.594409, -0.053980,
x_unit, 3.503251, 1.645972, 1.595215, -0.050757,
x_unit, 3.515443, 1.647583, 1.612134, -0.035449,
x_unit, 3.527808, 1.648389, 1.589575, -0.058813,
x_unit, 3.540211, 1.647583, 1.596826, -0.050757,
x_unit, 3.552507, 1.650000, 1.595215, -0.054785,
x_unit, 3.564665, 1.648389, 1.606494, -0.041895,
x_unit, 3.576935, 1.647583, 1.595215, -0.052368,
x_unit, 3.589134, 1.647583, 1.598437, -0.049146,
x_unit, 3.601448, 1.650000, 1.598437, -0.051563,
x_unit, 3.613726, 1.650806, 1.590381, -0.060425,
x_unit, 3.626128, 1.650806, 1.596020, -0.054785,
x_unit, 3.638427, 1.647583, 1.566211, -0.081372,
x_unit, 3.650679, 1.650000, 1.593603, -0.056396,
x_unit, 3.662900, 1.653223, 1.594409, -0.058814,
x_unit, 3.675226, 1.649194, 1.582324, -0.066870,
x_unit, 3.687433, 1.654028, 1.616968, -0.037060,
x_unit, 3.699739, 1.650000, 1.596020, -0.053980,
x_unit, 3.711973, 1.650000, 1.579907, -0.070093,
x_unit, 3.724391, 1.649194, 1.581519, -0.067676,
x_unit, 3.736769, 1.653223, 1.596020, -0.057202,
x_unit, 3.749069, 1.649194, 1.589575, -0.059619,
x_unit, 3.761245, 1.654834, 1.599243, -0.055591,
x_unit, 3.773467, 1.658862, 1.600049, -0.058813,
x_unit, 3.785664, 1.660474, 1.582324, -0.078149,
x_unit, 3.797992, 1.654028, 1.585547, -0.068481,
x_unit, 3.810218, 1.654834, 1.596020, -0.058813,
x_unit, 3.822602, 1.656445, 1.604077, -0.052368,
x_unit, 3.834950, 1.654028, 1.604077, -0.049951,
x_unit, 3.847226, 1.653223, 1.593603, -0.059619,
x_unit, 3.859493, 1.656445, 1.596020, -0.060425,
x_unit, 3.871806, 1.654028, 1.612939, -0.041089,
x_unit, 3.884017, 1.657251, 1.620996, -0.036255,
x_unit, 3.896308, 1.656445, 1.600855, -0.055591,
x_unit, 3.908463, 1.653223, 1.600049, -0.053174,
x_unit, 3.920824, 1.656445, 1.604883, -0.051562,
x_unit, 3.933190, 1.654028, 1.599243, -0.054785,
x_unit, 3.945388, 1.654028, 1.587158, -0.066870,
x_unit, 3.957557, 1.657251, 1.596826, -0.060425,
x_unit, 3.969748, 1.656445, 1.599243, -0.057202,
x_unit, 3.982055, 1.652417, 1.611328, -0.041089,
x_unit, 3.994281, 1.654834, 1.600049, -0.054785,
x_unit, 4.006584, 1.652417, 1.603271, -0.049145,
x_unit, 4.018938, 1.653223, 1.595215, -0.058008,
x_unit, 4.031226, 1.654028, 1.598437, -0.055591,
x_unit, 4.043456, 1.652417, 1.585547, -0.066870,
x_unit, 4.055797, 1.653223, 1.591992, -0.061231,
x_unit, 4.068003, 1.653223, 1.581519, -0.071704,
x_unit, 4.080248, 1.652417, 1.595215, -0.057202,
x_unit, 4.092419, 1.650806, 1.595215, -0.055591,
x_unit, 4.104644, 1.645166, 1.612939, -0.032227,
x_unit, 4.116990, 1.645166, 1.593603, -0.051563,
x_unit, 4.129445, 1.647583, 1.593603, -0.053980,
x_unit, 4.141683, 1.649194, 1.561377, -0.087817,
x_unit, 4.153933, 1.645972, 1.603271, -0.042700,
x_unit, 4.166098, 1.647583, 1.598437, -0.049146,
x_unit, 4.178462, 1.650000, 1.583130, -0.066870,
x_unit, 4.190671, 1.650000, 1.587964, -0.062036,
x_unit, 4.202965, 1.649194, 1.608911, -0.040283,
x_unit, 4.215216, 1.647583, 1.611328, -0.036255,
x_unit, 4.227559, 1.650806, 1.590381, -0.060425,
x_unit, 4.239997, 1.648389, 1.596826, -0.051562,
x_unit, 4.252362, 1.652417, 1.596826, -0.055591,
x_unit, 4.264553, 1.647583, 1.575879, -0.071704,
x_unit, 4.276810, 1.650806, 1.593603, -0.057202,
x_unit, 4.288988, 1.652417, 1.591992, -0.060425,
x_unit, 4.301237, 1.648389, 1.600049, -0.048340,
x_unit, 4.313463, 1.648389, 1.574268, -0.074121,
x_unit, 4.325908, 1.650000, 1.594409, -0.055591,
x_unit, 4.338195, 1.648389, 1.600855, -0.047534,
x_unit, 4.350451, 1.650806, 1.608105, -0.042700,
x_unit, 4.362599, 1.650806, 1.583935, -0.066870,
x_unit, 4.374989, 1.650806, 1.611328, -0.039477,
x_unit, 4.387195, 1.650806, 1.600049, -0.050757,
x_unit, 4.399496, 1.654834, 1.604883, -0.049951,
x_unit, 4.411744, 1.658862, 1.591992, -0.066870,
x_unit, 4.424126, 1.660474, 1.603271, -0.057202,
x_unit, 4.436448, 1.658057, 1.600049, -0.058008,
x_unit, 4.448808, 1.654028, 1.604077, -0.049951,
x_unit, 4.461003, 1.654834, 1.599243, -0.055591,
x_unit, 4.473248, 1.657251, 1.600855, -0.056396,
x_unit, 4.485407, 1.654834, 1.607300, -0.047534,
x_unit, 4.497707, 1.660474, 1.595215, -0.065259,
x_unit, 4.510001, 1.653223, 1.578296, -0.074927,
x_unit, 4.522477, 1.657251, 1.612939, -0.044312,
x_unit, 4.534752, 1.656445, 1.596826, -0.059619,
x_unit, 4.547019, 1.654834, 1.614551, -0.040283,
x_unit, 4.559225, 1.652417, 1.587964, -0.064453,
x_unit, 4.571547, 1.657251, 1.586352, -0.070899,
x_unit, 4.583780, 1.657251, 1.575879, -0.081372,
x_unit, 4.596024, 1.656445, 1.599243, -0.057202,
x_unit, 4.608222, 1.654834, 1.591992, -0.062842,
x_unit, 4.620550, 1.650806, 1.603271, -0.047534,
x_unit, 4.632978, 1.653223, 1.582324, -0.070899,
x_unit, 4.645234, 1.652417, 1.583935, -0.068481,
x_unit, 4.657480, 1.656445, 1.598437, -0.058008,
x_unit, 4.669647, 1.654834, 1.599243, -0.055591,
x_unit, 4.681907, 1.654834, 1.602466, -0.052368,
x_unit, 4.694145, 1.654834, 1.596826, -0.058008,
x_unit, 4.706469, 1.654834, 1.598437, -0.056396,
x_unit, 4.718796, 1.657251, 1.593603, -0.063648,
x_unit, 4.731092, 1.648389, 1.600855, -0.047534,
x_unit, 4.743367, 1.645972, 1.585547, -0.060425,
x_unit, 4.755674, 1.648389, 1.600855, -0.047534,
x_unit, 4.767917, 1.645166, 1.573462, -0.071704,
x_unit, 4.780222, 1.648389, 1.591992, -0.056396,
x_unit, 4.792391, 1.650000, 1.583935, -0.066064,
x_unit, 4.804651, 1.647583, 1.599243, -0.048340,
x_unit, 4.816906, 1.649194, 1.569434, -0.079761,
x_unit, 4.829362, 1.649194, 1.591992, -0.057202,
x_unit, 4.841711, 1.652417, 1.596020, -0.056396,
x_unit, 4.853982, 1.649194, 1.600049, -0.049146,
x_unit, 4.866140, 1.645972, 1.569434, -0.076538,
x_unit, 4.878428, 1.649194, 1.581519, -0.067676,
x_unit, 4.890668, 1.650000, 1.598437, -0.051563,
x_unit, 4.902998, 1.649194, 1.599243, -0.049951,
x_unit, 4.915202, 1.650000, 1.583935, -0.066064,
x_unit, 4.927585, 1.650806, 1.590381, -0.060425,
x_unit, 4.939863, 1.648389, 1.596020, -0.052368,
x_unit, 4.952206, 1.648389, 1.587964, -0.060425,
x_unit, 4.964450, 1.650000, 1.600049, -0.049951,
x_unit, 4.976667, 1.650806, 1.600855, -0.049951,
x_unit, 4.988842, 1.654028, 1.566211, -0.087817,
x_unit, 5.001133, 1.648389, 1.591992, -0.056396,
x_unit, 5.013369, 1.648389, 1.591992, -0.056396,
x_unit, 5.025780, 1.650000, 1.611328, -0.038672,
x_unit, 5.038112, 1.650000, 1.600855, -0.049145,
x_unit, 5.050442, 1.660474, 1.596826, -0.063647,
x_unit, 5.062587, 1.656445, 1.587964, -0.068481,
x_unit, 5.074897, 1.658057, 1.587964, -0.070093,
x_unit, 5.087135, 1.656445, 1.596826, -0.059619,
x_unit, 5.099440, 1.658862, 1.599243, -0.059619,
x_unit, 5.111648, 1.656445, 1.618579, -0.037866,
x_unit, 5.124048, 1.654834, 1.583130, -0.071704,
x_unit, 5.136343, 1.656445, 1.600855, -0.055591,
x_unit, 5.148679, 1.657251, 1.611328, -0.045923,
x_unit, 5.160912, 1.658057, 1.595215, -0.062842,
x_unit, 5.173163, 1.654834, 1.600049, -0.054785,
x_unit, 5.185326, 1.654834, 1.586352, -0.068481,
x_unit, 5.197562, 1.653223, 1.600855, -0.052368,
x_unit, 5.209812, 1.656445, 1.611328, -0.045117,
x_unit, 5.222281, 1.656445, 1.603271, -0.053174,
x_unit, 5.234682, 1.654028, 1.615356, -0.038672,
x_unit, 5.247001, 1.654834, 1.596826, -0.058008,
x_unit, 5.259166, 1.654834, 1.586352, -0.068481,
x_unit, 5.271490, 1.654834, 1.603271, -0.051562,
x_unit, 5.283745, 1.657251, 1.581519, -0.075732,
x_unit, 5.296068, 1.654028, 1.604077, -0.049951,
x_unit, 5.308249, 1.654028, 1.608911, -0.045117,
x_unit, 5.320574, 1.654834, 1.600049, -0.054785,
